time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1,1,799,1,0,0
2,1,799,1,0,0
3,1,799,1,0,0
4.0,2,798,2,0,0
5.0,2,798,2,0,0
6.0,2,798,2,0,0
7.0,5,795,5,0,0
8.0,7,793,7,0,0
9.0,8,792,8,0,0
10.0,8,791,8,1,0
11.0,9,790,9,1,0
12.0,10,789,10,1,0
13.0,11,788,11,1,0
14.0,11,787,11,1,0
15.0,17,781,17,2,0
16.0,21,777,21,3,0
17.0,22,773,22,4,0
18.0,29,764,29,5,0
19.0,33,759,33,5,0
20.0,39,753,39,5,0
21.0,43,748,43,6,0
22.0,47,743,47,8,0
23.0,54,735,54,9,0
24.0,64,723,64,9,1
25.0,74,708,74,9,1
26.0,90,689,90,10,1
27.0,101,675,101,11,1
28.0,109,659,109,13,1
29.0,116,646,116,14,2
30.0,124,631,124,15,3
31.0,136,614,136,18,4
32.0,149,597,149,20,5
33.0,166,573,166,25,5
34.0,190,538,190,30,5
35.0,198,514,198,31,6
36.0,204,488,204,34,8
37.0,213,465,213,34,9
38.0,226,437,226,39,10
39.0,238,414,238,41,10
40.0,244,394,244,42,11
41.0,248,376,248,44,12
42.0,251,357,251,46,14
43.0,246,341,246,45,16
44.0,227,328,227,43,18
45.0,225,304,225,43,22
46.0,212,293,212,42,25
47.0,199,279,199,38,30
48.0,186,265,186,36,35
49.0,174,254,174,36,37
50.0,157,248,157,32,42
51.0,148,241,148,31,43
52.0,137,231,137,26,49
53.0,124,227,124,25,51
54.0,116,220,116,24,53
55.0,102,211,102,22,56
56.0,93,207,93,18,60
57.0,81,205,81,17,61
58.0,70,205,70,17,61
59.0,62,200,62,14,65
60.0,58,197,58,13,67
61.0,51,196,51,13,68
62.0,39,196,39,10,71
63.0,34,196,34,8,73
64.0,28,195,28,7,74
65.0,20,195,20,7,74
66.0,16,194,16,6,75
67.0,14,193,14,5,76
68.0,13,193,13,4,77
69.0,9,192,9,3,78
70.0,7,192,7,3,78
71.0,7,192,7,3,78
72.0,7,192,7,3,78
73.0,7,191,7,2,79
74.0,5,191,5,1,80
75.0,4,191,4,0,81
76.0,3,191,3,0,81
77.0,2,191,2,0,81
78.0,2,191,2,0,81
79.0,1,191,1,0,81
80.0,1,191,1,0,81
81.0,1,191,1,0,81
82.0,1,191,1,0,81
83.0,1,190,1,0,81
84.0,1,190,1,0,81
85.0,1,190,1,0,81
86.0,1,190,1,0,81
87.0,1,190,1,0,81
88.0,1,190,1,0,81
89.0,1,190,1,0,81
90.0,1,190,1,0,81
91.0,1,190,1,0,81
92.0,1,190,1,0,81
93.0,0,190,0,0,81
94.0,0,190,0,0,81
95.0,0,190,0,0,81
96.0,0,190,0,0,81
97.0,0,190,0,0,81
98.0,0,190,0,0,81
99.0,0,190,0,0,81
100.0,0,190,0,0,81
