time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1.0,1,29,1,0,0
2.0,5,25,5,0,0
3.0,8,22,8,1,0
4.0,10,20,10,2,0
5.0,13,17,13,4,0
6.0,13,17,13,4,0
7.0,19,11,19,5,0
8.0,22,8,22,5,0
9.0,25,5,25,5,0
10.0,24,5,24,5,0
11.0,25,4,25,5,0
12.0,22,3,22,5,0
13.0,19,3,19,4,1
14.0,17,3,17,3,2
15.0,14,3,14,1,4
16.0,14,3,14,1,4
