time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1.0,2,28,2,0,0
2.0,2,28,2,0,0
3.0,2,28,2,0,0
4.0,2,28,2,0,0
5.0,4,26,4,0,0
6.0,5,25,5,0,0
7.0,7,23,7,0,0
8.0,8,22,8,1,0
9.0,9,21,9,2,0
10.0,10,19,10,3,0
11.0,12,16,12,5,0
12.0,16,12,16,6,0
13.0,16,12,16,6,0
14.0,20,8,20,6,0
15.0,20,6,20,7,0
16.0,20,5,20,7,0
