"","time","infected","dead","critically_infected","susceptible","virus_type"
"1",0,1,0,0.20839199777,199,1
"2",1,1,0,0.20839199777,199,1
"3",2,1,0,0.20839199777,199,1
"4",3,1,0,0.20839199777,199,1
"5",4,1,0,0.20839199777,199,1
"6",5,1,0,0.20839199777,199,1
"7",6,5,0,1.03523910001,195,1
"8",7,6,0,1.23587619025,194,1
"9",8,8,0,1.66162338213,192,1
"10",9,16,0,3.30145629852,184,1
"11",10,19,0,3.90132629327,180,1
"12",11,25,0,5.18457030768,174,1
"13",12,39,0,8.36769163722,160,1
"14",13,56,0,11.96641588114,143,1
"15",14,78,0,16.88908247146,121,1
"16",15,99,0,21.3427880847,100,1
"17",16,115,0,24.83832225735,80,1
"18",17,130,0,28.04036598368,63,1
"19",18,136,0,29.34228480647,49,1
"20",19,144,0,31.07429191572,38,1
"21",20,144,0,31.08596014405,33,1
"22",21,145,1,31.21573347966,21,1
"23",22,138,1,29.72212735829,16,1
"24",23,127,2,27.17913330762,13,1
"25",24,112,3,24.00679631008,10,1
"26",25,94,7,20.15054595751,7,1
"27",26,76,12,16.28992421694,5,1
"28",27,58,21,12.39860633035,4,1
"29",28,47,25,10.02258482018,2,1
"30",29,41,28,8.68560578038,2,1
"31",30,29,30,6.1569482338,2,1
"32",31,23,34,4.92857579952,2,1
"33",32,18,36,3.8576767907,2,1
"34",33,13,38,2.82716151232,2,1
"35",34,8,40,1.66440529556,2,1
"36",35,3,43,0.65407231865,2,1
"37",36,4,43,0.85697935009,1,1
"38",37,4,43,0.85697935009,1,1
"39",38,4,43,0.85697935009,1,1
"40",39,4,43,0.85697935009,1,1
"41",40,3,44,0.63413918965,1,1
"42",41,1,46,0.20290703144,1,1
"43",42,1,46,0.20290703144,1,1
"44",43,1,46,0.20290703144,1,1
"45",44,1,46,0.20290703144,1,1
"46",45,0,46,0,1,1
"47",46,0,46,0,1,1
"48",47,0,46,0,1,1
"49",48,0,46,0,1,1
"50",49,0,46,0,1,1
"51",50,0,46,0,1,1
"52",51,0,46,0,1,1
"53",52,0,46,0,1,1
"54",53,0,46,0,1,1
"55",54,0,46,0,1,1
"56",55,0,46,0,1,1
"57",56,0,46,0,1,1
"58",57,0,46,0,1,1
"59",58,0,46,0,1,1
"60",59,0,46,0,1,1
"61",60,0,46,0,1,1
"62",61,0,46,0,1,1
"63",62,0,46,0,1,1
"64",63,0,46,0,1,1
"65",64,0,46,0,1,1
"66",65,0,46,0,1,1
"67",66,0,46,0,1,1
"68",67,0,46,0,1,1
"69",68,0,46,0,1,1
"70",69,0,46,0,1,1
"71",70,0,46,0,1,1
"72",71,0,46,0,1,1
"73",72,0,46,0,1,1
"74",73,0,46,0,1,1
"75",74,0,46,0,1,1
"76",75,0,46,0,1,1
"77",76,0,46,0,1,1
"78",77,0,46,0,1,1
"79",78,0,46,0,1,1
"80",79,0,46,0,1,1
"81",80,0,46,0,1,1
"82",81,0,46,0,1,1
"83",82,0,46,0,1,1
"84",83,0,46,0,1,1
"85",84,0,46,0,1,1
"86",85,0,46,0,1,1
"87",86,0,46,0,1,1
"88",87,0,46,0,1,1
"89",88,0,46,0,1,1
"90",89,0,46,0,1,1
"91",90,0,46,0,1,1
"92",91,0,46,0,1,1
"93",92,0,46,0,1,1
"94",93,0,46,0,1,1
"95",94,0,46,0,1,1
"96",95,0,46,0,1,1
"97",96,0,46,0,1,1
"98",97,0,46,0,1,1
"99",98,0,46,0,1,1
"100",99,0,46,0,1,1
"101",100,0,46,0,1,1
