time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1.0,3,897,3,0,0
2.0,3,897,3,0,0
3.0,3,897,3,0,0
4.0,3,897,3,0,0
5.0,4,896,4,0,0
6.0,5,895,5,0,0
7.0,7,893,7,0,0
8.0,7,893,7,0,0
9.0,8,892,8,0,0
10.0,8,891,8,1,0
11.0,8,889,8,1,0
12.0,9,888,9,2,0
13.0,10,887,10,2,0
14.0,12,885,12,2,0
15.0,13,883,13,3,0
16.0,12,883,12,3,0
17.0,14,879,14,4,0
18.0,14,879,14,4,0
19.0,14,878,14,5,0
20.0,17,875,17,5,0
21.0,20,870,20,5,0
22.0,25,865,25,5,0
23.0,31,858,31,7,0
24.0,38,848,38,7,1
25.0,57,828,57,10,1
26.0,76,808,76,13,2
27.0,95,786,95,16,2
28.0,123,758,123,23,2
29.0,166,714,166,30,3
30.0,207,670,207,37,3
31.0,274,597,274,51,4
32.0,337,529,337,60,4
33.0,387,473,387,70,5
34.0,428,423,428,75,5
35.0,473,361,473,87,5
36.0,506,312,506,96,5
37.0,520,277,520,99,7
38.0,530,245,530,101,8
39.0,524,212,524,106,11
40.0,496,199,496,103,15
41.0,447,187,447,104,18
42.0,388,180,388,97,25
43.0,342,173,342,91,33
44.0,294,169,294,85,40
45.0,231,167,231,70,55
46.0,184,165,184,61,64
47.0,145,163,145,51,75
48.0,111,163,111,46,80
49.0,75,162,75,34,92
50.0,56,160,56,25,101
51.0,43,160,43,20,106
52.0,33,160,33,17,109
53.0,20,160,20,9,117
54.0,16,160,16,8,118
55.0,10,160,10,4,122
56.0,8,160,8,4,122
57.0,5,160,5,2,124
58.0,4,160,4,1,125
59.0,3,160,3,1,125
60.0,1,160,1,1,125
61.0,0,160,0,0,126
62.0,0,160,0,0,126
63.0,0,160,0,0,126
64.0,0,160,0,0,126
65.0,0,160,0,0,126
66.0,0,160,0,0,126
67.0,0,160,0,0,126
68.0,0,160,0,0,126
69.0,0,160,0,0,126
70.0,0,160,0,0,126
71.0,0,160,0,0,126
72.0,0,160,0,0,126
73.0,0,160,0,0,126
74.0,0,160,0,0,126
75.0,0,160,0,0,126
76.0,0,160,0,0,126
77.0,0,160,0,0,126
78.0,0,160,0,0,126
79.0,0,160,0,0,126
80.0,0,160,0,0,126
81.0,0,160,0,0,126
82.0,0,160,0,0,126
83.0,0,160,0,0,126
84.0,0,160,0,0,126
85.0,0,160,0,0,126
86.0,0,160,0,0,126
87.0,0,160,0,0,126
88.0,0,160,0,0,126
89.0,0,160,0,0,126
90.0,0,160,0,0,126
91.0,0,160,0,0,126
92.0,0,160,0,0,126
93.0,0,160,0,0,126
94.0,0,160,0,0,126
95.0,0,160,0,0,126
96.0,0,160,0,0,126
97.0,0,160,0,0,126
98.0,0,160,0,0,126
99.0,0,160,0,0,126
100.0,0,160,0,0,126
