"","time","infected","dead","critically_infected","susceptible","virus_type"
"1",0,1,0,0.218205186436176,199,1
"2",1,1,0,0.218205186436176,199,1
"3",2,1,0,0.218205186436176,199,1
"4",3,1,0,0.218205186436176,199,1
"5",4,1,0,0.218205186436176,199,1
"6",5,1,0,0.218205186436176,199,1
"7",6,2,0,0.436410372872353,198,1
"8",7,2,0,0.436410372872353,198,1
"9",8,3,0,0.654615559308529,197,1
"10",9,3,0,0.654615559308529,197,1
"11",10,3,0,0.654615559308529,196,1
"12",11,3,0,0.654615559308529,196,1
"13",12,4,0,0.872820745744706,195,1
"14",13,8,0,1.74564149148941,191,1
"15",14,12,0,2.61846223723412,187,1
"16",15,17,0,3.709488169415,182,1
"17",16,24,0,5.23692447446823,175,1
"18",17,29,0,6.32795040664911,170,1
"19",18,37,0,8.07359189813852,161,1
"20",19,50,1,10.9102593218088,146,1
"21",20,58,1,12.6559008132982,138,1
"22",21,73,1,15.9289786098409,122,1
"23",22,87,1,18.9838512199473,108,1
"24",23,105,1,22.9115445757985,86,1
"25",24,119,1,25.966417185905,68,1
"26",25,123,1,26.8392379316497,58,1
"27",26,135,3,29.4577001688838,42,1
"28",27,130,5,28.3666742367029,36,1
"29",28,126,6,27.4938534909582,27,1
"30",29,125,7,27.275648304522,22,1
"31",30,114,10,24.8753912537241,15,1
"32",31,107,10,23.3479549486708,10,1
"33",32,90,13,19.6384667792559,8,1
"34",33,73,16,15.9289786098409,6,1
"35",34,65,17,14.1833371183515,4,1
"36",35,50,19,10.9102593218088,3,1
"37",36,40,25,8.72820745744705,3,1
"38",37,31,27,6.76436077952147,3,1
"39",38,25,28,5.45512966090441,3,1
"40",39,16,30,3.49128298297882,3,1
"41",40,10,32,2.18205186436176,3,1
"42",41,6,34,1.30923111861706,3,1
"43",42,7,34,1.52743630505323,2,1
"44",43,7,34,1.52743630505323,1,1
"45",44,5,35,1.09102593218088,1,1
"46",45,5,35,1.09102593218088,1,1
"47",46,3,37,0.654615559308529,1,1
"48",47,2,38,0.436410372872353,1,1
"49",48,2,38,0.436410372872353,1,1
"50",49,2,38,0.436410372872353,1,1
"51",50,2,38,0.436410372872353,1,1
"52",51,1,38,0.218205186436176,1,1
"53",52,1,38,0.218205186436176,1,1
"54",53,1,38,0.218205186436176,1,1
"55",54,1,38,0.218205186436176,1,1
"56",55,1,38,0.218205186436176,1,1
"57",56,0,39,0,1,1
"58",57,0,39,0,1,1
"59",58,0,39,0,1,1
"60",59,0,39,0,1,1
"61",60,0,39,0,1,1
"62",61,0,39,0,1,1
"63",62,0,39,0,1,1
"64",63,0,39,0,1,1
"65",64,0,39,0,1,1
"66",65,0,39,0,1,1
"67",66,0,39,0,1,1
"68",67,0,39,0,1,1
"69",68,0,39,0,1,1
"70",69,0,39,0,1,1
"71",70,0,39,0,1,1
"72",71,0,39,0,1,1
"73",72,0,39,0,1,1
"74",73,0,39,0,1,1
"75",74,0,39,0,1,1
"76",75,0,39,0,1,1
"77",76,0,39,0,1,1
"78",77,0,39,0,1,1
"79",78,0,39,0,1,1
"80",79,0,39,0,1,1
"81",80,0,39,0,1,1
"82",81,0,39,0,1,1
"83",82,0,39,0,1,1
"84",83,0,39,0,1,1
"85",84,0,39,0,1,1
"86",85,0,39,0,1,1
"87",86,0,39,0,1,1
"88",87,0,39,0,1,1
"89",88,0,39,0,1,1
"90",89,0,39,0,1,1
"91",90,0,39,0,1,1
"92",91,0,39,0,1,1
"93",92,0,39,0,1,1
"94",93,0,39,0,1,1
"95",94,0,39,0,1,1
"96",95,0,39,0,1,1
"97",96,0,39,0,1,1
"98",97,0,39,0,1,1
"99",98,0,39,0,1,1
"100",99,0,39,0,1,1
"101",100,0,39,0,1,1
