"","time","infected","dead","critically_infected","susceptible","virus_type"
"1",0,1,0,0.218205186436176,199,1
"2",1,1,0,0.218205186436176,199,1
"3",2,1,0,0.218205186436176,199,1
"4",3,2,0,0.436410372872353,198,1
"5",4,2,0,0.436410372872353,198,1
"6",5,2,0,0.436410372872353,198,1
"7",6,3,0,0.654615559308529,197,1
"8",7,5,0,1.09102593218088,195,1
"9",8,8,0,1.74564149148941,192,1
"10",9,10,0,2.18205186436176,190,1
"11",10,15,0,3.27307779654265,185,1
"12",11,14,0,3.05487261010647,185,1
"13",12,14,0,3.05487261010647,185,1
"14",13,15,0,3.27307779654265,183,1
"15",14,22,0,4.80051410159588,176,1
"16",15,30,0,6.54615559308529,168,1
"17",16,45,0,9.81923338962793,153,1
"18",17,63,0,13.7469267454791,134,1
"19",18,77,0,16.8017993555856,117,1
"20",19,85,0,18.547440847075,107,1
"21",20,90,2,19.6384667792559,95,1
"22",21,107,2,23.3479549486708,78,1
"23",22,121,2,26.4028275587773,64,1
"24",23,136,2,29.67590535532,47,1
"25",24,143,2,31.2033416603732,35,1
"26",25,147,2,32.0761624061179,25,1
"27",26,137,2,29.8941105417561,22,1
"28",27,123,2,26.8392379316497,19,1
"29",28,113,4,24.6571860672879,15,1
"30",29,104,6,22.6933393893623,14,1
"31",30,99,8,21.6023134571814,10,1
"32",31,89,10,19.4202615928197,7,1
"33",32,76,15,16.5835941691494,6,1
"34",33,62,17,13.5287215590429,5,1
"35",34,47,22,10.2556437625003,5,1
"36",35,34,28,7.41897633882999,4,1
"37",36,30,33,6.54615559308529,2,1
"38",37,24,37,5.23692447446823,2,1
"39",38,19,39,4.14589854228735,2,1
"40",39,17,41,3.709488169415,2,1
"41",40,13,43,2.83666742367029,1,1
"42",41,9,44,1.96384667792559,1,1
"43",42,7,45,1.52743630505323,1,1
"44",43,5,46,1.09102593218088,1,1
"45",44,4,47,0.872820745744706,1,1
"46",45,4,47,0.872820745744706,1,1
"47",46,2,47,0.436410372872353,1,1
"48",47,2,47,0.436410372872353,1,1
"49",48,2,47,0.436410372872353,1,1
"50",49,1,48,0.218205186436176,1,1
"51",50,0,48,0,1,1
"52",51,0,48,0,1,1
"53",52,0,48,0,1,1
"54",53,0,48,0,1,1
"55",54,0,48,0,1,1
"56",55,0,48,0,1,1
"57",56,0,48,0,1,1
"58",57,0,48,0,1,1
"59",58,0,48,0,1,1
"60",59,0,48,0,1,1
"61",60,0,48,0,1,1
"62",61,0,48,0,1,1
"63",62,0,48,0,1,1
"64",63,0,48,0,1,1
"65",64,0,48,0,1,1
"66",65,0,48,0,1,1
"67",66,0,48,0,1,1
"68",67,0,48,0,1,1
"69",68,0,48,0,1,1
"70",69,0,48,0,1,1
"71",70,0,48,0,1,1
"72",71,0,48,0,1,1
"73",72,0,48,0,1,1
"74",73,0,48,0,1,1
"75",74,0,48,0,1,1
"76",75,0,48,0,1,1
"77",76,0,48,0,1,1
"78",77,0,48,0,1,1
"79",78,0,48,0,1,1
"80",79,0,48,0,1,1
"81",80,0,48,0,1,1
"82",81,0,48,0,1,1
"83",82,0,48,0,1,1
"84",83,0,48,0,1,1
"85",84,0,48,0,1,1
"86",85,0,48,0,1,1
"87",86,0,48,0,1,1
"88",87,0,48,0,1,1
"89",88,0,48,0,1,1
"90",89,0,48,0,1,1
"91",90,0,48,0,1,1
"92",91,0,48,0,1,1
"93",92,0,48,0,1,1
"94",93,0,48,0,1,1
"95",94,0,48,0,1,1
"96",95,0,48,0,1,1
"97",96,0,48,0,1,1
"98",97,0,48,0,1,1
"99",98,0,48,0,1,1
"100",99,0,48,0,1,1
"101",100,0,48,0,1,1
"102",101,0,48,0,1,1
