time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1,1,949,1,0,0
2.0,4,946,4,0,0
3.0,5,945,5,0,0
4.0,6,944,6,0,0
5.0,8,942,8,0,0
6.0,9,941,9,0,0
7.0,9,941,9,0,0
8.0,11,939,11,1,0
9.0,13,937,13,1,0
10.0,14,935,14,1,0
11.0,16,933,16,1,0
12.0,17,929,17,1,0
13.0,21,924,21,1,0
14.0,27,917,27,1,0
15.0,30,912,30,1,0
16.0,39,902,39,2,0
17.0,49,892,49,4,0
18.0,63,877,63,6,0
19.0,74,864,74,9,0
20.0,84,852,84,10,0
21.0,100,834,100,13,0
22.0,106,823,106,15,1
23.0,116,808,116,19,1
24.0,128,789,128,19,1
25.0,141,771,141,20,1
26.0,156,747,156,22,1
27.0,166,729,166,24,1
28.0,175,707,175,25,1
29.0,188,684,188,26,1
30.0,199,661,199,27,2
31.0,198,645,198,26,4
32.0,204,629,204,25,6
33.0,211,608,211,23,9
34.0,207,592,207,24,10
35.0,215,564,215,26,13
36.0,213,541,213,25,16
37.0,213,521,213,23,20
38.0,217,496,217,27,20
39.0,211,479,211,27,21
40.0,205,462,205,28,23
41.0,203,447,203,30,25
42.0,199,435,199,31,26
43.0,190,423,190,31,27
44.0,187,410,187,31,29
45.0,175,398,175,30,30
46.0,168,383,168,32,31
47.0,157,375,157,33,32
48.0,145,364,145,31,34
49.0,132,356,132,26,39
50.0,127,345,127,25,41
51.0,119,340,119,23,43
52.0,110,335,110,20,47
53.0,106,327,106,19,48
54.0,101,318,101,18,51
55.0,88,315,88,14,55
56.0,83,306,83,13,57
57.0,80,302,80,12,58
58.0,73,296,73,10,60
59.0,68,293,68,10,60
60.0,58,290,58,8,63
61.0,54,287,54,6,65
62.0,53,284,53,6,65
63.0,47,282,47,7,65
64.0,42,279,42,6,66
65.0,42,276,42,6,66
66.0,34,275,34,5,67
67.0,34,271,34,6,67
68.0,29,268,29,5,69
69.0,27,267,27,5,69
70.0,24,267,24,4,70
71.0,23,265,23,4,70
72.0,22,263,22,4,70
73.0,22,262,22,4,70
74.0,18,262,18,3,71
75.0,17,260,17,3,71
76.0,16,260,16,3,71
77.0,13,259,13,2,72
78.0,12,258,12,2,72
79.0,11,258,11,2,72
80.0,12,257,12,2,72
81.0,9,257,9,1,73
82.0,6,257,6,0,74
83.0,5,257,5,0,74
84.0,5,257,5,0,74
85.0,3,257,3,0,74
86.0,5,255,5,0,74
87.0,4,255,4,0,74
88.0,3,255,3,0,74
89.0,3,255,3,0,74
90.0,2,255,2,0,74
91.0,3,254,3,0,74
92.0,3,254,3,0,74
93.0,3,254,3,0,74
94.0,3,254,3,0,74
95.0,3,254,3,0,74
96.0,1,254,1,0,74
97.0,1,254,1,0,74
98.0,1,254,1,0,74
99.0,1,254,1,0,74
100.0,1,254,1,0,74
