"","time","infected","dead","critically_infected","susceptible","virus_type"
"1",0,1,0,0.218205186436176,199,1
"2",1,1,0,0.218205186436176,199,1
"3",2,2,0,0.436410372872353,198,1
"4",3,5,0,1.09102593218088,195,1
"5",4,8,0,1.74564149148941,192,1
"6",5,14,0,3.05487261010647,186,1
"7",6,26,0,5.67333484734058,174,1
"8",7,39,0,8.51000227101087,161,1
"9",8,55,0,12.0012852539897,145,1
"10",9,78,0,17.0200045420217,122,1
"11",9.99999999999999,106,0,23.1297497622347,94,1
"12",11,121,0,26.4028275587773,78,1
"13",12,138,0,30.1123157281923,60,1
"14",13,153,0,33.385393524735,43,1
"15",14,156,0,34.0400090840435,35,1
"16",15,160,0,34.9128298297882,22,1
"17",16,154,2,33.6035987111711,17,1
"18",17,142,4,30.985136473937,13,1
"19",18,127,5,27.7120586773944,10,1
"20",19,104,8,22.6933393893623,7,1
"21",20,87,12,18.9838512199473,6,1
"22",21,89,12,19.4202615928197,4,1
"23",22,77,14,16.8017993555856,3,1
"24",23,57,20,12.437695626862,2,1
"25",24,45,25,9.81923338962793,2,1
"26",25,32,27,6.98256596595764,2,1
"27",26,21,34,4.5823089151597,2,1
"28",27,16,36,3.49128298297882,1,1
"29",28,12,37,2.61846223723412,1,1
"30",29,7,39,1.52743630505323,1,1
"31",30,5,40,1.09102593218088,1,1
"32",31,4,40,0.872820745744706,0,1
"33",32,4,40,0.872820745744706,0,1
"34",33,4,40,0.872820745744706,0,1
"35",34,4,40,0.872820745744706,0,1
"36",35,3,41,0.654615559308529,0,1
"37",36,2,42,0.436410372872353,0,1
"38",37,2,42,0.436410372872353,0,1
"39",38,2,42,0.436410372872353,0,1
"40",39,2,42,0.436410372872353,0,1
"41",40,0,43,0,0,1
"42",41,0,43,0,0,1
"43",42,0,43,0,0,1
"44",43,0,43,0,0,1
"45",44,0,43,0,0,1
"46",45,0,43,0,0,1
"47",46,0,43,0,0,1
"48",47,0,43,0,0,1
"49",48,0,43,0,0,1
"50",49,0,43,0,0,1
"51",50,0,43,0,0,1
"52",51,0,43,0,0,1
"53",52,0,43,0,0,1
"54",53,0,43,0,0,1
"55",54,0,43,0,0,1
"56",55,0,43,0,0,1
"57",56,0,43,0,0,1
"58",57,0,43,0,0,1
"59",58,0,43,0,0,1
"60",59,0,43,0,0,1
"61",60,0,43,0,0,1
"62",61,0,43,0,0,1
"63",62,0,43,0,0,1
"64",63,0,43,0,0,1
"65",64,0,43,0,0,1
"66",65,0,43,0,0,1
"67",66,0,43,0,0,1
"68",67,0,43,0,0,1
"69",68,0,43,0,0,1
"70",69,0,43,0,0,1
"71",70,0,43,0,0,1
"72",71,0,43,0,0,1
"73",72,0,43,0,0,1
"74",73,0,43,0,0,1
"75",74,0,43,0,0,1
"76",75,0,43,0,0,1
"77",76,0,43,0,0,1
"78",77,0,43,0,0,1
"79",78,0,43,0,0,1
"80",79,0,43,0,0,1
"81",80,0,43,0,0,1
"82",81,0,43,0,0,1
"83",82,0,43,0,0,1
"84",83,0,43,0,0,1
"85",84,0,43,0,0,1
"86",85,0,43,0,0,1
"87",86,0,43,0,0,1
"88",87,0,43,0,0,1
"89",88,0,43,0,0,1
"90",89,0,43,0,0,1
"91",90,0,43,0,0,1
"92",91,0,43,0,0,1
"93",92,0,43,0,0,1
"94",93,0,43,0,0,1
"95",94,0,43,0,0,1
"96",95,0,43,0,0,1
"97",96,0,43,0,0,1
"98",97,0,43,0,0,1
"99",98,0,43,0,0,1
"100",99,0,43,0,0,1
"101",100,0,43,0,0,1
