"","time","infected","dead","critically_infected","susceptible","virus_type"
"1",0,1,0,0.218205186436176,199,1
"2",1,1,0,0.218205186436176,199,1
"3",2,2,0,0.436410372872353,198,1
"4",3,4,0,0.872820745744706,196,1
"5",4,6,0,1.30923111861706,194,1
"6",5,7,0,1.52743630505323,193,1
"7",6,9,0,1.96384667792559,191,1
"8",7,12,0,2.61846223723412,188,1
"9",8,18,0,3.92769335585118,182,1
"10",9,26,0,5.67333484734058,174,1
"11",10,29,0,6.32795040664911,170,1
"12",11,38,0,8.2917970845747,161,1
"13",12,44,0,9.60102820319175,153,1
"14",13,53,0,11.5648748811173,142,1
"15",14,64,0,13.9651319319153,130,1
"16",15,79,1,17.2382097284579,113,1
"17",16,90,1,19.6384667792559,99,1
"18",17,111,1,24.2207756944156,74,1
"19",18,125,1,27.275648304522,60,1
"20",19,131,1,28.5848794231391,49,1
"21",20,137,2,29.8941105417561,39,1
"22",21,136,2,29.67590535532,33,1
"23",22,139,4,30.3305209146285,22,1
"24",23,130,7,28.3666742367029,19,1
"25",24,122,8,26.6210327452135,14,1
"26",25,107,10,23.3479549486708,14,1
"27",26,98,12,21.3841082707453,10,1
"28",27,82,14,17.8928252877664,8,1
"29",28,73,14,15.9289786098409,7,1
"30",29,62,18,13.5287215590429,6,1
"31",30,51,21,11.128464508245,5,1
"32",31,41,30,8.94641264388323,4,1
"33",32,28,34,6.10974522021294,4,1
"34",33,22,37,4.80051410159588,4,1
"35",34,19,38,4.14589854228735,3,1
"36",35,15,42,3.27307779654265,3,1
"37",36,10,44,2.18205186436176,3,1
"38",37,8,44,1.74564149148941,3,1
"39",38,5,46,1.09102593218088,3,1
"40",39,4,46,0.872820745744706,3,1
"41",40,3,47,0.654615559308529,3,1
"42",41,2,47,0.436410372872353,3,1
"43",42,2,47,0.436410372872353,3,1
"44",43,3,47,0.654615559308529,2,1
"45",44,1,48,0.218205186436176,2,1
"46",45,1,48,0.218205186436176,2,1
"47",46,1,48,0.218205186436176,2,1
"48",47,1,48,0.218205186436176,2,1
"49",48,1,48,0.218205186436176,2,1
"50",49,1,48,0.218205186436176,2,1
"51",50,1,48,0.218205186436176,2,1
"52",51,1,48,0.218205186436176,2,1
"53",52,1,48,0.218205186436176,2,1
"54",53,1,48,0.218205186436176,2,1
"55",54,1,48,0.218205186436176,2,1
"56",55,1,48,0.218205186436176,2,1
"57",56,1,48,0.218205186436176,2,1
"58",57,0,49,0,2,1
"59",58,0,49,0,2,1
"60",59,0,49,0,2,1
"61",60,0,49,0,2,1
"62",61,0,49,0,2,1
"63",62,0,49,0,2,1
"64",63,0,49,0,2,1
"65",64,0,49,0,2,1
"66",65,0,49,0,2,1
"67",66,0,49,0,2,1
"68",67,0,49,0,2,1
"69",68,0,49,0,2,1
"70",69,0,49,0,2,1
"71",70,0,49,0,2,1
"72",71,0,49,0,2,1
"73",72,0,49,0,2,1
"74",73,0,49,0,2,1
"75",74,0,49,0,2,1
"76",75,0,49,0,2,1
"77",76,0,49,0,2,1
"78",77,0,49,0,2,1
"79",78,0,49,0,2,1
"80",79,0,49,0,2,1
"81",80,0,49,0,2,1
"82",81,0,49,0,2,1
"83",82,0,49,0,2,1
"84",83,0,49,0,2,1
"85",84,0,49,0,2,1
"86",85,0,49,0,2,1
"87",86,0,49,0,2,1
"88",87,0,49,0,2,1
"89",88,0,49,0,2,1
"90",89,0,49,0,2,1
"91",90,0,49,0,2,1
"92",91,0,49,0,2,1
"93",92,0,49,0,2,1
"94",93,0,49,0,2,1
"95",94,0,49,0,2,1
"96",95,0,49,0,2,1
"97",96,0,49,0,2,1
"98",97,0,49,0,2,1
"99",98,0,49,0,2,1
"100",99,0,49,0,2,1
"101",100,0,49,0,2,1
