"","time","infected","dead","critically_infected","susceptible","virus_type"
"1",0,1,0,0.218205186436176,199,1
"2",1,1,0,0.218205186436176,199,1
"3",2,1,0,0.218205186436176,199,1
"4",3,1,0,0.218205186436176,199,1
"5",4,4,0,0.872820745744706,196,1
"6",5,5,0,1.09102593218088,195,1
"7",6,7,0,1.52743630505323,193,1
"8",7,10,0,2.18205186436176,190,1
"9",8,13,0,2.83666742367029,187,1
"10",9,18,0,3.92769335585118,182,1
"11",10,29,0,6.32795040664911,171,1
"12",11,32,0,6.98256596595764,167,1
"13",12,35,0,7.63718152526617,164,1
"14",13,42,0,9.1646178303194,157,1
"15",14,61,0,13.3105163726067,137,1
"16",15,74,0,16.147183796277,123,1
"17",16,88,0,19.2020564063835,108,1
"18",17,102,0,22.25692901649,91,1
"19",18,111,2,24.2207756944156,74,1
"20",19,113,3,24.6571860672879,61,1
"21",20,127,3,27.7120586773944,47,1
"22",21,135,3,29.4577001688838,37,1
"23",22,135,5,29.4577001688838,25,1
"24",23,123,6,26.8392379316497,18,1
"25",24,112,8,24.4389808808517,15,1
"26",25,107,8,23.3479549486708,8,1
"27",26,98,8,21.3841082707453,6,1
"28",27,82,10,17.8928252877664,5,1
"29",28,73,12,15.9289786098409,5,1
"30",29,63,15,13.7469267454791,3,1
"31",30,49,21,10.6920541353726,3,1
"32",31,38,23,8.2917970845747,3,1
"33",32,26,29,5.67333484734058,3,1
"34",33,20,34,4.36410372872353,3,1
"35",34,14,36,3.05487261010647,2,1
"36",35,9,39,1.96384667792559,2,1
"37",36,7,40,1.52743630505323,2,1
"38",37,5,42,1.09102593218088,2,1
"39",38,2,44,0.436410372872353,2,1
"40",39,3,44,0.654615559308529,1,1
"41",40,3,44,0.654615559308529,1,1
"42",41,3,44,0.654615559308529,1,1
"43",42,2,45,0.436410372872353,1,1
"44",43,1,45,0.218205186436176,1,1
"45",44,1,45,0.218205186436176,1,1
"46",45,1,45,0.218205186436176,1,1
"47",46,1,45,0.218205186436176,1,1
"48",47,1,45,0.218205186436176,1,1
"49",48,0,45,0,1,1
"50",49,0,45,0,1,1
"51",50,0,45,0,1,1
"52",51,0,45,0,1,1
"53",52,0,45,0,1,1
"54",53,0,45,0,1,1
"55",54,0,45,0,1,1
"56",55,0,45,0,1,1
"57",56,0,45,0,1,1
"58",57,0,45,0,1,1
"59",58,0,45,0,1,1
"60",59,0,45,0,1,1
"61",60,0,45,0,1,1
"62",61,0,45,0,1,1
"63",62,0,45,0,1,1
"64",63,0,45,0,1,1
"65",64,0,45,0,1,1
"66",65,0,45,0,1,1
"67",66,0,45,0,1,1
"68",67,0,45,0,1,1
"69",68,0,45,0,1,1
"70",69,0,45,0,1,1
"71",70,0,45,0,1,1
"72",71,0,45,0,1,1
"73",72,0,45,0,1,1
"74",73,0,45,0,1,1
"75",74,0,45,0,1,1
"76",75,0,45,0,1,1
"77",76,0,45,0,1,1
"78",77,0,45,0,1,1
"79",78,0,45,0,1,1
"80",79,0,45,0,1,1
"81",80,0,45,0,1,1
"82",81,0,45,0,1,1
"83",82,0,45,0,1,1
"84",83,0,45,0,1,1
"85",84,0,45,0,1,1
"86",85,0,45,0,1,1
"87",86,0,45,0,1,1
"88",87,0,45,0,1,1
"89",88,0,45,0,1,1
"90",89,0,45,0,1,1
"91",90,0,45,0,1,1
"92",91,0,45,0,1,1
"93",92,0,45,0,1,1
"94",93,0,45,0,1,1
"95",94,0,45,0,1,1
"96",95,0,45,0,1,1
"97",96,0,45,0,1,1
"98",97,0,45,0,1,1
"99",98,0,45,0,1,1
"100",99,0,45,0,1,1
"101",100,0,45,0,1,1
