"","time","infected","dead","critically_infected","susceptible","virus_type"
"1",0,1,0,0.218205186436176,199,1
"2",1,2,0,0.436410372872353,198,1
"3",2,3,0,0.654615559308529,197,1
"4",3,4,0,0.872820745744706,196,1
"5",4,8,0,1.74564149148941,192,1
"6",5,13,0,2.83666742367029,187,1
"7",6,19,0,4.14589854228735,181,1
"8",7,32,0,6.98256596595764,168,1
"9",8,44,0,9.60102820319175,156,1
"10",9,62,0,13.5287215590429,138,1
"11",10,78,0,17.0200045420217,122,1
"12",11,90,0,19.6384667792559,107,1
"13",12,110,0,24.0025705079794,86,1
"14",13,129,0,28.1484690502667,67,1
"15",14,148,0,32.2943675925541,46,1
"16",15,157,0,34.2582142704797,34,1
"17",16,162,0,35.3492402026606,24,1
"18",17,149,2,32.5125727789902,17,1
"19",18,137,4,29.8941105417561,12,1
"20",19,131,5,28.5848794231391,9,1
"21",20,115,10,25.0935964401603,8,1
"22",21,101,12,22.0387238300538,7,1
"23",22,88,15,19.2020564063835,4,1
"24",23,64,23,13.9651319319153,3,1
"25",24,52,26,11.3466696946812,2,1
"26",25,38,34,8.2917970845747,2,1
"27",26,25,40,5.45512966090441,2,1
"28",27,19,44,4.14589854228735,2,1
"29",28,15,46,3.27307779654265,2,1
"30",29,11,50,2.40025705079794,2,1
"31",30,10,50,2.18205186436176,2,1
"32",31,5,53,1.09102593218088,2,1
"33",32,3,54,0.654615559308529,2,1
"34",33,3,55,0.654615559308529,1,1
"35",34,3,55,0.654615559308529,1,1
"36",35,2,56,0.436410372872353,1,1
"37",36,2,56,0.436410372872353,1,1
"38",37,2,57,0.436410372872353,0,1
"39",38,2,57,0.436410372872353,0,1
"40",39,2,57,0.436410372872353,0,1
"41",40,2,57,0.436410372872353,0,1
"42",41,2,57,0.436410372872353,0,1
"43",42,2,57,0.436410372872353,0,1
"44",43,2,57,0.436410372872353,0,1
"45",44,2,57,0.436410372872353,0,1
"46",45,2,57,0.436410372872353,0,1
"47",46,0,58,0,0,1
"48",47,0,58,0,0,1
"49",48,0,58,0,0,1
"50",49,0,58,0,0,1
"51",50,0,58,0,0,1
"52",51,0,58,0,0,1
"53",52,0,58,0,0,1
"54",53,0,58,0,0,1
"55",54,0,58,0,0,1
"56",55,0,58,0,0,1
"57",56,0,58,0,0,1
"58",57,0,58,0,0,1
"59",58,0,58,0,0,1
"60",59,0,58,0,0,1
"61",60,0,58,0,0,1
"62",61,0,58,0,0,1
"63",62,0,58,0,0,1
"64",63,0,58,0,0,1
"65",64,0,58,0,0,1
"66",65,0,58,0,0,1
"67",66,0,58,0,0,1
"68",67,0,58,0,0,1
"69",68,0,58,0,0,1
"70",69,0,58,0,0,1
"71",70,0,58,0,0,1
"72",71,0,58,0,0,1
"73",72,0,58,0,0,1
"74",73,0,58,0,0,1
"75",74,0,58,0,0,1
"76",75,0,58,0,0,1
"77",76,0,58,0,0,1
"78",77,0,58,0,0,1
"79",78,0,58,0,0,1
"80",79,0,58,0,0,1
"81",80,0,58,0,0,1
"82",81,0,58,0,0,1
"83",82,0,58,0,0,1
"84",83,0,58,0,0,1
"85",84,0,58,0,0,1
"86",85,0,58,0,0,1
"87",86,0,58,0,0,1
"88",87,0,58,0,0,1
"89",88,0,58,0,0,1
"90",89,0,58,0,0,1
"91",90,0,58,0,0,1
"92",91,0,58,0,0,1
"93",92,0,58,0,0,1
"94",93,0,58,0,0,1
"95",94,0,58,0,0,1
"96",95,0,58,0,0,1
"97",96,0,58,0,0,1
"98",97,0,58,0,0,1
"99",98,0,58,0,0,1
"100",99,0,58,0,0,1
"101",100,0,58,0,0,1
