time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1.0,1,49,1,1,0
2.0,3,47,3,1,0
3.0,3,47,3,1,0
4.0,4,46,4,1,0
5.0,5,45,5,1,0
6.0,6,44,6,1,0
7.0,10,40,10,1,0
8.0,13,37,13,2,0
9.0,15,35,15,2,0
10.0,19,31,19,4,0
11.0,20,30,20,4,0
12.0,19,29,19,4,0
13.0,21,27,21,4,0
14.0,20,26,20,3,1
15.0,20,25,20,3,1
16.0,21,23,21,4,1
