time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1.0,1,49,1,0,0
2.0,2,48,2,0,0
3.0,5,45,5,1,0
4.0,6,44,6,1,0
5.0,8,42,8,1,0
6.0,10,40,10,1,0
7.0,14,36,14,2,0
8.0,18,32,18,2,0
9.0,19,31,19,2,0
10.0,23,26,23,3,0
11.0,27,22,27,4,0
12.0,30,18,30,5,0
13.0,31,15,31,6,0
14.0,33,12,33,6,0
15.0,33,10,33,6,0
16.0,33,8,33,6,0
