time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1.0,4,96,4,1,0
2.0,6,94,6,1,0
3.0,17,83,17,4,0
4.0,24,76,24,6,0
5.0,32,68,32,8,0
6.0,40,60,40,11,0
7.0,55,45,55,14,0
8.0,70,30,70,18,0
9.0,77,23,77,20,0
10.0,80,19,80,20,1
11.0,80,16,80,21,1
12.0,81,13,81,22,1
13.0,70,13,70,19,4
14.0,64,12,64,17,6
15.0,56,12,56,15,8
16.0,48,12,48,12,11
17.0,35,10,35,9,14
