time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1,1,999,1,1,0
2,1,999,1,1,0
3,1,999,1,1,0
4.0,3,997,3,2,0
5.0,6,994,6,3,0
6.0,7,993,7,3,0
7.0,7,993,7,3,0
8.0,8,992,8,3,0
9.0,9,991,9,3,0
10.0,10,990,10,3,0
11.0,14,986,14,3,0
12.0,20,980,20,3,0
13.0,27,973,27,3,0
14.0,31,967,31,3,1
15.0,45,951,45,5,1
16.0,66,929,66,9,1
17.0,93,902,93,15,1
18.0,127,866,127,20,2
19.0,173,818,173,35,3
20.0,223,767,223,46,3
21.0,282,704,282,53,3
22.0,335,645,335,72,3
23.0,394,579,394,86,3
24.0,423,545,423,92,3
25.0,467,487,467,104,3
26.0,497,439,497,114,3
27.0,515,400,515,123,3
28.0,517,367,517,132,4
29.0,515,335,515,137,6
30.0,501,305,501,137,10
31.0,456,288,456,133,16
32.0,435,263,435,136,22
33.0,385,245,385,122,38
34.0,355,236,355,113,49
35.0,313,225,313,108,56
36.0,271,210,271,94,75
37.0,235,202,235,84,89
38.0,212,196,212,81,95
39.0,182,189,182,70,107
40.0,151,184,151,63,117
41.0,131,180,131,55,126
42.0,110,175,110,48,136
43.0,88,174,88,41,143
44.0,78,173,78,37,147
45.0,71,169,71,36,149
46.0,53,168,53,27,158
47.0,49,166,49,26,160
48.0,45,165,45,24,162
49.0,38,164,38,23,164
50.0,31,164,31,18,169
51.0,24,164,24,14,173
52.0,20,163,20,11,176
53.0,18,163,18,10,177
54.0,16,161,16,7,180
55.0,13,160,13,6,181
56.0,9,160,9,3,184
57.0,8,160,8,3,184
58.0,7,160,7,3,184
59.0,6,160,6,2,185
60.0,6,160,6,2,185
61.0,5,160,5,1,186
62.0,4,160,4,1,186
63.0,3,160,3,0,187
64.0,1,160,1,0,187
65.0,0,160,0,0,187
66.0,0,160,0,0,187
67.0,0,160,0,0,187
68.0,0,160,0,0,187
69.0,0,160,0,0,187
70.0,0,160,0,0,187
71.0,0,160,0,0,187
72.0,0,160,0,0,187
73.0,1,160,1,1,186
74.0,1,160,1,1,186
75.0,1,160,1,1,186
76.0,1,160,1,1,186
77.0,1,160,1,1,186
78.0,1,160,1,1,186
79.0,1,160,1,1,186
80.0,1,160,1,1,186
81.0,1,160,1,1,186
82.0,1,160,1,1,186
83.0,1,160,1,1,186
84.0,1,160,1,1,186
85.0,1,160,1,1,186
86.0,1,160,1,1,186
87.0,0,160,0,0,187
88.0,0,160,0,0,187
89.0,0,160,0,0,187
90.0,0,160,0,0,187
91.0,0,160,0,0,187
92.0,0,160,0,0,187
93.0,0,160,0,0,187
94.0,0,160,0,0,187
95.0,0,160,0,0,187
96.0,0,160,0,0,187
97.0,0,160,0,0,187
98.0,0,160,0,0,187
99.0,0,160,0,0,187
100.0,0,160,0,0,187
