time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1.0,2,28,2,0,0
2.0,2,28,2,0,0
3.0,2,28,2,0,0
4.0,2,28,2,0,0
5.0,3,27,3,0,0
6.0,3,27,3,0,0
7.0,3,27,3,0,0
8.0,3,27,3,0,0
9.0,4,26,4,0,0
10.0,4,25,4,0,0
11.0,3,25,3,0,0
12.0,3,25,3,0,0
13.0,4,24,4,0,0
14.0,4,24,4,0,0
15.0,3,24,3,0,0
16.0,3,24,3,0,0
