time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1,1,999,1,0,0
2,1,999,1,0,0
3.0,2,998,2,0,0
4.0,2,998,2,0,0
5.0,2,998,2,0,0
6.0,3,997,3,0,0
7.0,3,997,3,0,0
8.0,3,997,3,0,0
9.0,3,997,3,0,0
10.0,5,994,5,0,0
11.0,6,993,6,0,0
12.0,7,992,7,1,0
13.0,6,992,6,1,0
14.0,7,991,7,1,0
15.0,8,990,8,2,0
16.0,8,989,8,2,0
17.0,9,988,9,2,0
18.0,10,987,10,2,0
19.0,10,987,10,2,0
20.0,9,985,9,2,0
21.0,9,984,9,2,0
22.0,9,984,9,2,0
23.0,10,983,10,2,0
24.0,10,982,10,2,0
25.0,11,981,11,2,0
26.0,9,981,9,1,1
27.0,9,980,9,1,1
28.0,8,980,8,1,1
29.0,8,979,8,0,2
30.0,7,978,7,0,2
31.0,7,977,7,0,2
32.0,11,973,11,1,2
33.0,13,970,13,3,2
34.0,14,968,14,3,2
35.0,16,965,16,4,2
36.0,21,960,21,5,2
37.0,27,953,27,5,2
38.0,32,948,32,7,2
39.0,43,936,43,11,2
40.0,50,928,50,13,2
41.0,56,921,56,13,2
42.0,72,902,72,14,2
43.0,89,884,89,18,2
44.0,102,869,102,20,2
45.0,109,860,109,22,2
46.0,121,843,121,25,3
47.0,134,821,134,25,5
48.0,154,798,154,31,5
49.0,168,775,168,32,6
50.0,186,750,186,35,7
51.0,202,727,202,41,7
52.0,210,699,210,47,9
53.0,204,687,204,43,13
54.0,214,662,214,45,15
55.0,224,645,224,47,15
56.0,233,622,233,50,16
57.0,229,602,229,50,20
58.0,224,588,224,51,22
59.0,215,574,215,49,24
60.0,206,558,206,46,28
61.0,200,545,200,45,30
62.0,184,535,184,40,36
63.0,174,531,174,38,38
64.0,156,524,156,37,42
65.0,140,519,140,34,48
66.0,123,509,123,28,56
67.0,116,500,116,30,56
68.0,105,496,105,26,60
69.0,97,488,97,25,62
70.0,84,482,84,24,66
71.0,70,480,70,20,70
72.0,60,478,60,17,73
73.0,58,476,58,17,73
74.0,57,472,57,17,74
75.0,58,468,58,16,75
76.0,52,465,52,17,76
77.0,48,462,48,18,76
78.0,41,462,41,15,79
79.0,33,460,33,13,82
80.0,28,460,28,11,84
81.0,24,460,24,9,86
82.0,24,458,24,10,86
83.0,21,458,21,9,87
84.0,15,458,15,6,90
85.0,14,455,14,6,90
86.0,13,455,13,6,90
87.0,11,455,11,6,90
88.0,12,453,12,5,91
89.0,12,452,12,6,91
90.0,10,452,10,4,93
91.0,10,451,10,4,94
92.0,9,451,9,4,94
93.0,8,451,8,3,95
94.0,8,451,8,3,95
95.0,5,451,5,3,95
96.0,6,449,6,3,96
97.0,6,449,6,3,96
98.0,5,448,5,3,96
99.0,5,448,5,3,96
100.0,5,448,5,3,96
