time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1,1,999,1,0,0
2,1,999,1,0,0
3,1,999,1,0,0
4,1,999,1,0,0
5,1,999,1,0,0
6,1,999,1,0,0
7,1,999,1,0,0
8,1,999,1,0,0
9,1,999,1,0,0
10.0,1,998,1,0,0
11.0,1,998,1,0,0
12.0,3,996,3,0,0
13.0,3,996,3,0,0
14.0,8,991,8,2,0
15.0,12,987,12,3,0
16.0,15,984,15,4,0
17.0,21,978,21,4,0
18.0,28,971,28,5,0
19.0,46,953,46,9,0
20.0,67,931,67,11,0
21.0,84,914,84,12,0
22.0,109,887,109,17,0
23.0,149,847,149,22,0
24.0,180,813,180,27,0
25.0,216,774,216,36,0
26.0,260,728,260,40,0
27.0,286,696,286,45,0
28.0,316,658,316,47,2
29.0,339,620,339,51,3
30.0,348,590,348,52,4
31.0,367,555,367,56,4
32.0,377,522,377,60,5
33.0,356,504,356,60,9
34.0,354,475,354,62,11
35.0,342,456,342,65,12
36.0,316,435,316,62,17
37.0,305,414,305,60,22
38.0,287,393,287,58,27
39.0,252,386,252,49,36
40.0,227,379,227,46,40
41.0,196,374,196,42,45
42.0,179,359,179,44,49
43.0,165,354,165,39,54
44.0,145,347,145,38,56
45.0,133,340,133,37,60
46.0,116,333,116,32,65
47.0,96,331,96,29,69
48.0,78,327,78,27,73
49.0,69,325,69,23,77
50.0,64,322,64,21,79
51.0,58,321,58,18,82
52.0,47,320,47,15,85
53.0,44,318,44,15,85
54.0,37,318,37,14,86
55.0,32,318,32,13,87
56.0,20,317,20,8,93
57.0,20,316,20,8,93
58.0,17,316,17,7,94
59.0,13,315,13,4,97
60.0,10,315,10,4,97
61.0,8,315,8,3,98
62.0,5,315,5,1,100
63.0,3,315,3,1,100
64.0,4,314,4,1,100
65.0,4,314,4,1,100
66.0,4,314,4,1,100
67.0,3,314,3,1,100
68.0,3,314,3,1,100
69.0,2,314,2,1,100
70.0,1,314,1,0,101
71.0,1,314,1,0,101
72.0,1,314,1,0,101
73.0,1,314,1,0,101
74.0,1,313,1,1,101
75.0,1,313,1,1,101
76.0,1,313,1,1,101
77.0,1,313,1,1,101
78.0,1,313,1,1,101
79.0,2,312,2,1,101
80.0,2,312,2,1,101
81.0,4,310,4,1,101
82.0,4,310,4,1,101
83.0,4,310,4,1,101
84.0,4,310,4,1,101
85.0,4,310,4,1,101
86.0,4,310,4,1,101
87.0,4,310,4,1,101
88.0,3,310,3,0,102
89.0,2,310,2,0,102
90.0,2,310,2,0,102
91.0,0,310,0,0,102
92.0,1,310,1,0,102
93.0,1,310,1,0,102
94.0,1,310,1,0,102
95.0,1,310,1,0,102
96.0,1,310,1,0,102
97.0,1,310,1,0,102
98.0,1,310,1,0,102
99.0,1,310,1,0,102
100.0,1,310,1,0,102
