time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1.0,1,99,1,0,0
2.0,1,99,1,0,0
3.0,2,98,2,1,0
4.0,4,96,4,2,0
5.0,7,93,7,2,0
6.0,18,82,18,5,0
7.0,34,66,34,7,0
8.0,51,49,51,11,0
9.0,71,29,71,15,0
10.0,80,19,80,18,0
11.0,89,10,89,18,0
12.0,91,8,91,19,0
13.0,91,7,91,18,1
14.0,90,6,90,17,2
15.0,87,6,87,17,2
16.0,76,6,76,14,5
17.0,60,6,60,12,7
